,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
19886,Barra da Tijuca,3,2,1,100,2300.0,1650.0,258.0
19894,Usina,3,1,0,130,1900.0,700.0,118.0
19902,Recreio dos Bandeirantes,4,2,2,153,2000.0,1534.0,387.0
19903,Copacabana,2,0,0,88,1800.0,1075.0,135.0
19914,Vila Isabel,3,1,0,80,1800.0,600.0,72.0
19917,Barra da Tijuca,2,1,1,94,2200.0,1379.0,252.0
19921,Flamengo,3,0,0,115,2700.0,728.0,223.0
19928,Recreio dos Bandeirantes,3,2,1,88,2100.0,397.0,0.0
19933,Recreio dos Bandeirantes,2,2,1,76,2200.0,878.0,168.0
19937,Recreio dos Bandeirantes,3,2,1,125,2300.0,700.0,0.0
19942,Barra da Tijuca,2,1,1,83,2200.0,1312.0,265.0
19943,Tijuca,3,1,0,110,1600.0,950.0,122.0
19989,Recreio dos Bandeirantes,2,2,1,177,1300.0,1230.0,220.0
19996,Recreio dos Bandeirantes,3,2,1,110,2000.0,766.0,291.0
20005,Barra da Tijuca,2,1,1,82,2500.0,1250.0,2400.0
20006,Botafogo,3,2,1,108,2800.0,1155.0,261.0
20008,Barra da Tijuca,2,1,1,74,2300.0,950.0,65.0
20014,Barra da Tijuca,2,1,1,78,2500.0,1030.0,74.0
20015,Barra da Tijuca,2,1,1,72,2000.0,1200.0,2500.0
20023,Barra da Tijuca,3,2,1,175,2400.0,1600.0,450.0
20034,Méier,2,0,0,79,1200.0,397.0,50.0
20037,Usina,3,1,1,130,1600.0,720.0,128.0
20043,Flamengo,3,0,1,100,2500.0,782.0,0.0
20046,Barra da Tijuca,2,1,2,90,2500.0,990.0,0.0
20047,Recreio dos Bandeirantes,3,2,3,140,2600.0,830.0,200.0
20063,Copacabana,3,1,0,80,2500.0,895.0,209.0
20077,Barra da Tijuca,4,3,4,148,1600.0,1766.0,0.0
20095,Usina,2,1,0,90,1100.0,900.0,820.0
20100,Barra da Tijuca,3,1,1,115,2600.0,1700.0,0.0
20105,Leme,2,0,0,75,2700.0,878.0,0.0
20106,Piedade,3,1,0,80,900.0,300.0,0.0
20119,Jardim Guanabara,2,1,0,75,1500.0,270.0,86.0
20122,Recreio dos Bandeirantes,4,2,1,200,2950.0,1000.0,350.0
20125,Barra da Tijuca,3,1,1,80,1900.0,1015.0,179.0
20133,Recreio dos Bandeirantes,2,2,1,113,2300.0,1005.0,258.0
20137,Alto da Boa Vista,3,1,1,150,1000.0,1630.0,0.0
20144,Tijuca,3,2,0,80,2260.0,800.0,0.0
20165,Recreio dos Bandeirantes,2,2,1,87,1500.0,503.0,187.0
20166,Todos os Santos,2,1,1,90,1500.0,610.0,0.0
20171,Recreio dos Bandeirantes,3,4,1,293,2900.0,1340.0,0.0
20176,Copacabana,3,1,1,120,2900.0,1120.0,207.0
20178,Maracanã,2,1,0,80,2200.0,750.0,67.0
20180,Barra da Tijuca,2,1,1,106,2800.0,1500.0,250.0
20182,Barra da Tijuca,2,1,0,72,1700.0,820.0,0.0
20186,Recreio dos Bandeirantes,3,1,2,110,1900.0,1200.0,210.0
20205,Vila Isabel,2,1,0,75,1600.0,650.0,75.0
20210,Barra da Tijuca,2,2,1,156,2950.0,1350.0,0.0
20212,Vila Isabel,2,1,0,80,1200.0,440.0,20.0
20222,Copacabana,3,1,1,130,2500.0,1818.0,0.0
20223,Praça Seca,2,0,0,88,800.0,555.0,63.0
20231,Copacabana,3,1,0,122,2700.0,1500.0,187.0
20234,Olaria,2,1,0,73,1200.0,384.0,0.0
20242,Tijuca,2,1,1,82,1800.0,798.0,132.0
20251,Tijuca,3,1,1,83,2300.0,1244.0,191.0
20253,Irajá,2,1,0,76,1200.0,20.0,12.0
20257,Copacabana,2,1,0,75,2600.0,1032.0,130.0
20262,Taquara,2,1,1,85,1000.0,720.0,120.0
20267,Jacarepaguá,3,1,1,90,1200.0,400.0,60.0
20270,Recreio dos Bandeirantes,2,1,1,85,2400.0,746.0,120.0
20286,Jacarepaguá,3,1,1,85,2100.0,735.0,65.0
20301,Freguesia (Jacarepaguá),3,1,1,78,1800.0,850.0,121.0
20305,Freguesia (Jacarepaguá),3,3,1,107,2250.0,1085.0,150.0
20309,Recreio dos Bandeirantes,4,4,2,162,2000.0,1400.0,380.0
20316,Catete,2,0,0,80,1800.0,519.0,89.0
20340,Engenho Novo,2,1,0,78,750.0,902.0,42.0
20345,Tijuca,3,1,1,150,2400.0,966.0,0.0
20367,Recreio dos Bandeirantes,3,1,1,90,1300.0,700.0,165.0
20371,Vila da Penha,3,2,0,95,1400.0,320.0,0.0
20377,Icaraí,3,1,1,169,1800.0,1000.0,300.0
20383,Recreio dos Bandeirantes,3,2,1,82,1700.0,576.0,165.0
20384,Humaitá,3,1,0,90,2200.0,990.0,180.0
20403,Praça Seca,2,1,0,92,1350.0,580.0,601.0
20419,Freguesia (Jacarepaguá),2,2,1,128,2800.0,1000.0,240.0
20425,Tijuca,3,1,1,120,2100.0,770.0,157.0
20436,Rocha,2,1,0,71,1000.0,338.0,0.0
20438,Recreio dos Bandeirantes,2,2,1,89,1500.0,860.0,0.0
20442,Jacarepaguá,2,1,1,78,1600.0,697.0,70.0
20443,Barra da Tijuca,3,2,1,113,2700.0,1640.0,276.0
20444,Barra da Tijuca,2,2,1,97,2700.0,1519.0,265.0
20451,Recreio dos Bandeirantes,3,2,1,90,1600.0,563.0,193.0
20453,Vista Alegre,2,0,0,76,1300.0,150.0,0.0
20462,Laranjeiras,2,1,1,90,2600.0,1155.0,140.0
20476,Recreio dos Bandeirantes,3,2,2,90,1950.0,715.0,154.0
20483,Taquara,2,1,2,80,1450.0,564.0,87.0
20492,Méier,3,1,1,100,1950.0,87.0,0.0
20493,Lins de Vasconcelos,2,1,0,75,800.0,570.0,0.0
20503,Tijuca,3,0,0,90,1650.0,1000.0,172.0
20510,Barra da Tijuca,2,1,1,84,2300.0,1272.0,1854.0
20514,Botafogo,2,1,0,73,2100.0,791.0,128.0
20539,Leme,2,0,0,75,2800.0,878.0,0.0
20546,Barra da Tijuca,2,1,1,78,1100.0,970.0,1.0
20547,Recreio dos Bandeirantes,2,1,1,105,2300.0,649.0,156.0
20554,Freguesia (Jacarepaguá),2,1,1,75,1600.0,900.0,125.0
20570,Tijuca,4,3,2,130,2600.0,1100.0,240.0
20571,Recreio dos Bandeirantes,2,1,0,90,1800.0,880.0,177.0
20587,Tijuca,2,1,1,110,2900.0,748.0,20.0
20597,Méier,2,0,0,77,1300.0,630.0,64.0
20615,Copacabana,2,0,0,72,2300.0,850.0,100.0
20616,Recreio dos Bandeirantes,2,1,1,73,1400.0,950.0,107.0
20620,Barra da Tijuca,2,2,1,80,2200.0,1493.0,3300.0
20629,Glória,2,1,0,72,2200.0,610.0,119.0
20643,Recreio dos Bandeirantes,2,2,1,80,1600.0,850.0,15530.0
20645,Leme,2,0,0,80,2600.0,720.0,205.0
20655,Copacabana,3,0,0,120,2800.0,1100.0,120.0
20665,Recreio dos Bandeirantes,3,1,1,81,2200.0,790.0,0.0
20667,Tijuca,2,1,1,86,2000.0,715.0,167.0
20670,Barra da Tijuca,3,2,3,145,2900.0,1800.0,350.0
20684,Jardim Guanabara,3,1,1,100,2000.0,625.0,1380.0
20692,São Cristóvão,2,0,0,90,1300.0,350.0,15.0
20694,Recreio dos Bandeirantes,3,2,1,98,1900.0,532.0,230.0
20700,Barra da Tijuca,2,1,1,90,2500.0,1100.0,130.0
20707,Barra da Tijuca,2,1,1,79,2000.0,800.0,140.0
20714,Botafogo,2,1,0,90,2900.0,930.0,194.0
20719,Barra da Tijuca,2,1,0,72,1600.0,1845.0,178.0
20725,São Cristóvão,2,0,1,75,1800.0,480.0,80.0
20730,Glória,3,0,1,90,2800.0,610.0,117.0
20743,Recreio dos Bandeirantes,2,1,2,75,1700.0,1020.0,170.0
20748,Vigário Geral,3,0,0,80,800.0,260.0,0.0
20751,Tijuca,2,1,1,98,2700.0,1013.0,0.0
20758,Recreio dos Bandeirantes,2,2,2,145,2700.0,900.0,300.0
20760,Copacabana,2,0,0,76,2300.0,1045.0,122.0
20765,Vila Isabel,2,1,1,80,1900.0,950.0,80.0
20769,Tijuca,3,1,1,99,1800.0,800.0,60.0
20775,Recreio dos Bandeirantes,3,2,1,120,2500.0,600.0,244.0
20780,Grajaú,2,1,1,75,1700.0,840.0,71.0
20782,Copacabana,2,2,1,71,2300.0,645.0,0.0
20783,Jacarepaguá,2,1,1,75,1300.0,699.0,69.0
20787,Tijuca,3,1,0,90,1800.0,823.0,130.0
20791,Recreio dos Bandeirantes,2,1,1,90,1950.0,950.0,110.0
20798,Laranjeiras,2,1,0,75,2200.0,895.0,107.0
20812,Laranjeiras,3,1,0,84,2500.0,761.0,153.0
20817,Taquara,2,1,0,80,1100.0,650.0,50.0
20821,Freguesia (Jacarepaguá),2,1,0,81,1700.0,612.0,92.0
20826,Cachambi,3,1,1,74,1200.0,693.0,0.0
20832,Freguesia (Jacarepaguá),3,2,2,180,2500.0,1096.0,187.0
20842,Rio Comprido,3,0,0,160,2000.0,850.0,1200.0
20860,Barra da Tijuca,2,2,1,140,2100.0,1200.0,0.0
20885,Taquara,3,1,0,89,900.0,598.0,0.0
20888,Tijuca,2,1,1,80,1900.0,840.0,120.0
20903,Recreio dos Bandeirantes,3,1,1,85,1500.0,750.0,0.0
20905,Maracanã,2,0,0,75,1680.0,200.0,24.0
20917,Recreio dos Bandeirantes,3,2,2,155,2500.0,980.0,280.0
20918,Recreio dos Bandeirantes,3,2,1,195,2800.0,1625.0,415.0
20921,Andaraí,2,1,1,73,1500.0,745.0,83.0
20926,Laranjeiras,2,0,0,90,2200.0,650.0,140.0
20929,Recreio dos Bandeirantes,2,1,2,144,2800.0,960.0,357.0
20936,Tijuca,3,0,1,124,2800.0,925.0,0.0
20938,Vila Valqueire,2,0,0,80,1200.0,180.0,20.0
20939,Água Santa,2,0,0,83,950.0,150.0,37.0
20941,Praça Seca,2,1,0,80,1000.0,390.0,20.0
20958,Barra da Tijuca,3,2,3,128,2900.0,1625.0,350.0
20962,Recreio dos Bandeirantes,2,2,2,90,2800.0,1300.0,200.0
20968,Pechincha,2,1,1,76,1900.0,498.0,91.0
20971,Madureira,2,1,0,71,1300.0,170.0,0.0
20973,Tijuca,2,0,0,80,1400.0,650.0,0.0
20982,Barra da Tijuca,2,1,1,88,2300.0,1300.0,1940.0
20984,Barra da Tijuca,3,2,1,105,2700.0,1520.0,3300.0
20985,Tijuca,3,0,0,87,1800.0,600.0,127.0
20986,Barra da Tijuca,2,1,1,87,2300.0,1280.0,1272.0
20988,Tijuca,2,1,0,140,2500.0,810.0,84.0
21004,Gávea,3,0,0,120,2700.0,880.0,238.0
21013,Tijuca,3,1,0,180,2800.0,1350.0,120.0
21016,Tijuca,3,1,1,94,2300.0,603.0,99.0
21021,Recreio dos Bandeirantes,2,1,1,130,2500.0,700.0,230.0
21025,Tijuca,2,1,0,75,1600.0,580.0,87.0
21029,Botafogo,2,1,0,75,2600.0,870.0,0.0
21033,Méier,2,1,0,79,1300.0,560.0,35.0
21034,Recreio dos Bandeirantes,2,1,1,89,1950.0,507.0,0.0
21046,Tijuca,2,1,0,72,1500.0,656.0,109.0
21056,Vila Isabel,3,0,0,120,2000.0,200.0,0.0
21057,Tijuca,3,1,1,100,1800.0,868.0,84.0
21059,Botafogo,3,1,1,130,2800.0,1200.0,155.0
21062,Praça Seca,3,1,0,80,800.0,130.0,0.0
21068,Copacabana,2,0,0,100,2650.0,1059.0,0.0
21069,Flamengo,2,0,0,88,2500.0,687.0,0.0
21075,Irajá,3,1,1,197,2500.0,466.0,0.0
21076,Recreio dos Bandeirantes,3,1,1,80,2000.0,1200.0,0.0
21079,Barra da Tijuca,4,2,0,115,2900.0,1900.0,0.0
21107,Recreio dos Bandeirantes,3,1,1,137,2500.0,700.0,0.0
21117,Santa Teresa,3,0,0,80,2200.0,290.0,20.0
21122,Campo Grande,3,1,1,90,1800.0,650.0,0.0
21128,Botafogo,2,0,0,90,2000.0,479.0,80.0
21135,Freguesia (Jacarepaguá),3,1,1,81,1800.0,750.0,164.0
21136,Barra da Tijuca,2,1,1,77,2500.0,700.0,0.0
21138,Tijuca,3,1,1,116,1000.0,814.0,121.0
21163,Flamengo,2,0,0,72,2500.0,635.0,102.0
21165,Copacabana,3,1,1,92,2500.0,1200.0,1915.0
21176,Recreio dos Bandeirantes,2,1,2,100,2900.0,990.0,260.0
21181,Laranjeiras,3,1,0,130,2800.0,1200.0,194.0
21182,Barra da Tijuca,2,2,1,74,2700.0,1320.0,1264.0
21184,Recreio dos Bandeirantes,3,2,1,126,2400.0,616.0,308.0
21199,São Conrado,2,1,1,97,2200.0,1082.0,230.0
21203,Laranjeiras,2,1,1,85,2700.0,830.0,0.0
21209,Recreio dos Bandeirantes,2,1,1,81,1800.0,791.0,139.0
21219,Curicica,3,2,0,72,1400.0,150.0,350.0
21221,Grajaú,2,1,1,100,2090.0,760.0,185.0
21223,Barra da Tijuca,2,0,1,80,2200.0,1200.0,156.0
21239,Barra da Tijuca,4,2,1,115,2800.0,1800.0,250.0
21244,Pechincha,2,1,0,75,1700.0,675.0,0.0
21264,Tijuca,3,1,0,125,2500.0,1100.0,200.0
21265,Laranjeiras,2,0,0,88,2400.0,650.0,105.0
21271,Copacabana,2,1,0,100,2500.0,1222.0,151.0
21272,Rocha,3,0,0,72,1100.0,200.0,14.0
21278,Recreio dos Bandeirantes,3,2,1,197,2800.0,1020.0,400.0
21283,Barra da Tijuca,2,1,1,72,1600.0,971.0,0.0
21285,Barra da Tijuca,2,1,2,78,1700.0,982.0,183.0
21286,Barra da Tijuca,2,1,1,85,1900.0,1335.0,114.0
21294,Freguesia (Jacarepaguá),3,2,1,230,1900.0,900.0,2000.0
21296,Copacabana,2,1,0,75,2900.0,730.0,132.0
21308,Recreio dos Bandeirantes,3,1,1,87,1800.0,800.0,200.0
21310,Barra da Tijuca,2,1,1,90,2600.0,1000.0,242.0
21320,Recreio dos Bandeirantes,3,2,1,90,1600.0,1021.0,155.0
21322,Barra da Tijuca,3,1,1,78,1900.0,1173.0,0.0
21327,Anil,3,2,3,77,1800.0,454.0,0.0
21328,Tijuca,3,0,0,110,1800.0,800.0,196.0
21344,Copacabana,2,1,0,77,2600.0,674.0,157.0
21348,Leme,2,0,0,75,2800.0,918.0,0.0
21355,Maracanã,2,1,1,91,2400.0,800.0,0.0
21366,Vargem Pequena,3,1,0,80,890.0,400.0,13.0
21368,Recreio dos Bandeirantes,2,3,1,120,2000.0,650.0,240.0
21380,Recreio dos Bandeirantes,3,1,2,87,1150.0,1008.0,0.0
21382,Tijuca,3,2,1,110,2800.0,1100.0,0.0
21389,Recreio dos Bandeirantes,2,1,1,91,1500.0,925.0,136.0
21404,Barra da Tijuca,2,1,1,90,2500.0,1034.0,207.0
21419,Flamengo,2,1,1,90,2450.0,1660.0,228.0
21423,Barra da Tijuca,2,1,1,90,1400.0,1240.0,1600.0
21426,Vila Isabel,3,0,0,95,1600.0,360.0,84.0
21433,Botafogo,2,0,0,85,2400.0,744.0,152.0
21435,Botafogo,2,1,1,92,2200.0,1430.0,236.0
21436,Copacabana,3,1,0,100,2000.0,1474.0,202.0
21440,Barra da Tijuca,3,2,1,150,2300.0,1300.0,0.0
21444,Todos os Santos,2,1,0,76,1300.0,683.0,80.0
21464,Barra da Tijuca,2,1,1,83,1600.0,1350.0,0.0
21471,Recreio dos Bandeirantes,3,3,2,115,2850.0,1280.0,238.0
21485,Braz de Pina,2,1,0,80,1200.0,300.0,0.0
21528,Barra da Tijuca,2,1,0,80,1600.0,797.0,110.0
21546,Recreio dos Bandeirantes,2,0,0,90,1800.0,640.0,120.0
21563,Tijuca,2,0,1,72,1800.0,535.0,0.0
21567,Méier,2,1,0,100,1350.0,600.0,114.0
21568,Freguesia (Jacarepaguá),3,2,1,110,1700.0,800.0,0.0
21576,Botafogo,2,0,0,75,1800.0,665.0,90.0
21578,Humaitá,2,0,0,90,2400.0,815.0,0.0
21588,Barra da Tijuca,2,1,1,83,1500.0,1306.0,201.0
21598,Tijuca,3,1,1,110,2400.0,800.0,0.0
21603,Freguesia (Jacarepaguá),3,1,1,75,1200.0,640.0,0.0
21606,Icaraí,2,1,0,90,1800.0,890.0,209.0
21607,Vila Isabel,2,1,1,84,1600.0,540.0,92.0
21624,Freguesia (Jacarepaguá),3,1,0,113,800.0,1530.0,0.0
21638,Copacabana,3,1,1,90,2300.0,1311.0,150.0
21639,Estácio,2,1,0,80,1600.0,870.0,15.0
21641,Santa Teresa,2,0,1,76,1300.0,280.0,12.0
21650,Copacabana,2,0,0,80,1600.0,2333.0,214.0
21666,Lins de Vasconcelos,2,1,0,78,1200.0,519000.0,135.0
21680,Vila Isabel,2,1,0,83,1600.0,570.0,65.0
21681,Tijuca,2,0,0,73,1400.0,546.0,0.0
21682,Curicica,3,2,1,161,2600.0,750.0,0.0
21685,Tijuca,3,0,0,80,1400.0,850.0,0.0
21694,Vila Isabel,2,0,0,72,1300.0,250.0,46.0
21703,Barra da Tijuca,2,1,1,79,1350.0,1300.0,0.0
21705,Barra da Tijuca,3,1,1,101,2700.0,1453.0,0.0
21706,Vila Isabel,3,1,0,90,2600.0,730.0,0.0
21712,Barra da Tijuca,3,1,1,104,2600.0,1635.0,200.0
21714,Recreio dos Bandeirantes,3,1,1,79,2500.0,550.0,0.0
21721,Laranjeiras,2,0,0,83,2700.0,505.0,135.0
21754,Recreio dos Bandeirantes,3,2,1,89,1700.0,980.0,0.0
21756,Botafogo,2,1,1,102,2600.0,820.0,251.0
21769,Recreio dos Bandeirantes,3,1,1,135,1500.0,784.0,232.0
21772,Recreio dos Bandeirantes,2,1,1,84,1800.0,473.0,170.0
21781,Grajaú,2,0,0,105,1250.0,350.0,84.0
21783,Recreio dos Bandeirantes,2,1,1,87,1700.0,650.0,0.0
21790,Jardim Guanabara,3,2,3,136,2600.0,400.0,0.0
21791,Tijuca,2,0,0,81,1600.0,475.0,85.0
21799,Jardim Guanabara,3,1,1,100,1700.0,700.0,950.0
21801,Tijuca,3,0,0,125,1200.0,908.0,147.0
21809,Freguesia (Jacarepaguá),3,2,1,127,2300.0,1010.0,0.0
21811,Tijuca,2,0,0,74,1500.0,780.0,77.0
21813,Copacabana,2,1,0,75,2300.0,800.0,78.0
21816,Laranjeiras,2,1,1,73,2100.0,939.0,1465.0
21824,Laranjeiras,2,1,1,86,2600.0,820.0,0.0
21825,Freguesia (Jacarepaguá),3,1,1,73,1500.0,572.0,83.0
21831,Méier,4,2,2,166,2800.0,1190.0,231.0
21833,Laranjeiras,3,0,0,87,2800.0,900.0,151.0
21842,Barra da Tijuca,2,1,2,80,2200.0,950.0,120.0
21857,Vila da Penha,2,0,0,80,900.0,332.0,0.0
21863,Tijuca,3,1,0,129,1700.0,850.0,116.0
21872,Copacabana,2,0,0,83,2700.0,670.0,106.0
21893,Copacabana,2,0,0,90,2300.0,920.0,120.0
21909,Barra da Tijuca,2,1,1,74,2400.0,1200.0,0.0
21912,Tijuca,3,1,1,91,1900.0,916.0,0.0
21918,Recreio dos Bandeirantes,2,2,1,80,1000.0,950.0,100.0
21923,Barra da Tijuca,2,1,1,73,1100.0,1239.0,149.0
21925,Quintino Bocaiúva,2,0,0,75,900.0,172.0,0.0
21938,Praça da Bandeira,2,1,0,80,2300.0,700.0,800.0
21941,Copacabana,2,1,1,77,2500.0,524.0,117.0
21948,Tijuca,3,2,1,149,2800.0,1125.0,206.0
21954,Jacarepaguá,3,1,1,78,2200.0,800.0,105.0
21957,Freguesia (Jacarepaguá),3,1,1,85,1000.0,774.0,0.0
21961,Vila Isabel,2,1,0,80,1300.0,423.0,48.0
21971,Barra da Tijuca,2,1,1,87,2500.0,960.0,398.0
21978,Tijuca,2,1,1,99,1700.0,1500.0,140.0
21983,Tijuca,3,1,0,100,2500.0,885.0,170.0
21984,Tijuca,2,1,0,90,1200.0,1014.0,133.0
21994,Tijuca,2,0,0,80,1300.0,860.0,90.0
21999,Grajaú,2,1,0,90,1400.0,727.0,20.0
22008,Jacarepaguá,3,1,1,85,1491.0,650.0,900.0
22010,Recreio dos Bandeirantes,2,3,1,100,1800.0,514.0,180.0
22014,Recreio dos Bandeirantes,2,1,1,95,1600.0,487.0,160.0
22019,Engenho Novo,2,1,0,90,850.0,535.0,60.0
22034,Barra da Tijuca,2,1,1,80,2800.0,880.0,150.0
22051,Campinho,3,1,2,170,1500.0,1168.0,0.0
22054,Maracanã,3,2,1,140,2800.0,1125.0,207.0
22062,Barra da Tijuca,2,1,1,80,2000.0,1200.0,150.0
22063,Barra da Tijuca,2,1,1,85,2500.0,1300.0,200.0
22064,Recreio dos Bandeirantes,3,1,1,86,1700.0,554.0,176.0
22069,Tijuca,3,1,0,99,2000.0,690.0,0.0
22081,Tijuca,3,2,1,84,2350.0,950.0,1186.0
22082,Recreio dos Bandeirantes,3,2,3,90,1800.0,650.0,0.0
22083,Laranjeiras,2,1,1,90,2700.0,1142.0,141.0
22087,Ramos,2,1,0,75,1000.0,495.0,0.0
22091,Barra da Tijuca,3,2,1,86,2600.0,500.0,0.0
22103,Tijuca,2,0,0,74,1800.0,600.0,100.0
22117,Flamengo,3,1,1,120,2800.0,850.0,175.0
22122,Recreio dos Bandeirantes,3,2,1,131,2400.0,872.0,310.0
22127,Recreio dos Bandeirantes,3,2,1,177,2700.0,999.0,369.0
22129,Tijuca,4,1,1,150,2400.0,720.0,20.0
22138,Praça Seca,3,1,0,114,1200.0,659.0,0.0
22143,Botafogo,3,1,0,97,2300.0,913.0,184.0
22157,Barra da Tijuca,2,1,1,75,1700.0,600.0,75.0
22168,Recreio dos Bandeirantes,3,2,1,165,2800.0,620.0,323.0
22195,Grajaú,2,1,1,85,1900.0,550.0,156.0
22197,Recreio dos Bandeirantes,2,1,1,80,1300.0,783.0,130.0
22201,Barra da Tijuca,2,1,1,100,2200.0,1291.0,0.0
22206,Recreio dos Bandeirantes,2,1,1,90,1700.0,740.0,0.0
22210,Méier,2,1,1,99,1600.0,835.0,157.0
22227,Leblon,3,1,0,82,2900.0,1100.0,0.0
22231,Barra da Tijuca,2,1,1,78,2500.0,1240.0,0.0
22232,Andaraí,3,0,0,104,1600.0,680.0,136.0
22234,Recreio dos Bandeirantes,3,3,2,110,2200.0,653.0,273.0
22241,Copacabana,2,0,0,72,2400.0,850.0,25.0
22243,Cachambi,2,0,0,80,1100.0,440.0,13.0
22247,Jardim Guanabara,3,3,1,148,2500.0,776.0,0.0
22250,Tijuca,2,1,1,74,1750.0,700.0,51.0
22261,Tijuca,3,1,1,100,2200.0,600.0,70.0
22266,Copacabana,2,0,0,73,2500.0,700.0,154.0
22274,Laranjeiras,3,0,0,107,2800.0,970.0,188.0
22284,Tijuca,3,1,1,108,2500.0,1336.0,0.0
22286,Humaitá,3,0,0,82,2200.0,386.0,141.0
22288,Recreio dos Bandeirantes,3,2,2,98,2100.0,700.0,70.0
22297,Tijuca,2,1,1,85,1500.0,1160.0,88.0
22299,Recreio dos Bandeirantes,3,1,1,80,1700.0,750.0,80.0
22304,Pechincha,2,1,1,86,1300.0,592.0,95.0
22307,Leme,2,0,0,75,2800.0,918.0,0.0
22323,Barra da Tijuca,2,1,1,90,2200.0,1080.0,199.0
22325,Tijuca,2,1,1,85,1600.0,800.0,771.0
22340,Recreio dos Bandeirantes,3,2,3,180,2500.0,1050.0,718.0
22343,Barra da Tijuca,3,2,1,100,2500.0,1485.0,257.0
22347,Barra da Tijuca,3,2,3,114,1600.0,1337.0,0.0
22350,Freguesia (Jacarepaguá),3,0,1,110,1800.0,770.0,150.0
22352,Freguesia (Jacarepaguá),3,1,1,98,2200.0,632.0,125.0
22357,Tijuca,3,1,1,130,1600.0,720.0,128.0
22364,Recreio dos Bandeirantes,3,1,1,85,1600.0,704.0,146.0
22365,Vila Isabel,2,0,1,90,900.0,200.0,45.0
22372,Copacabana,2,0,0,79,2700.0,770.0,25.0
22377,Gávea,3,0,1,120,2700.0,880.0,238.0
22389,Barra da Tijuca,4,2,1,115,2800.0,1800.0,250.0
22393,Bancários,3,1,1,100,1600.0,250.0,80.0
22406,Barra da Tijuca,2,1,1,78,1800.0,1300.0,110.0
22410,Freguesia (Jacarepaguá),2,1,1,105,1300.0,890.0,160.0
22416,Copacabana,3,1,0,100,2800.0,1100.0,150.0
22419,Lins de Vasconcelos,3,1,0,82,1000.0,580.0,0.0
22430,Humaitá,3,0,0,88,2100.0,900.0,120.0
22434,Recreio dos Bandeirantes,3,2,1,104,2000.0,940.0,210.0
22438,Freguesia (Jacarepaguá),3,2,1,83,2200.0,620.0,142.0
22440,Copacabana,3,0,0,100,2400.0,1250.0,157.0
22452,Méier,3,1,1,120,2000.0,796.0,172.0
22461,Copacabana,3,1,0,92,2380.0,1100.0,0.0
22465,Méier,3,1,0,78,1000.0,650.0,700.0
22499,Freguesia (Jacarepaguá),3,1,1,160,2500.0,1120.0,0.0
22505,Botafogo,2,1,0,75,2100.0,500.0,126.0
22507,Irajá,3,1,0,125,1410.0,275.0,0.0
22515,Flamengo,3,1,0,82,2800.0,580.0,0.0
22516,Barra da Tijuca,2,1,1,85,2100.0,1200.0,168.0
22517,Freguesia (Jacarepaguá),2,1,0,77,1200.0,480.0,74.0
22528,Jardim Guanabara,2,1,0,87,1150.0,570.0,0.0
22531,Laranjeiras,2,0,0,73,2000.0,650.0,125.0
22534,Barra da Tijuca,3,1,1,93,2800.0,1431.0,272.0
22551,Campo Grande,3,1,0,90,2000.0,755.0,0.0
22555,Recreio dos Bandeirantes,2,0,1,80,2200.0,780.0,200.0
22558,Recreio dos Bandeirantes,3,1,1,87,2300.0,750.0,138.0
22562,Barra da Tijuca,2,1,1,94,2500.0,1300.0,3100.0
22567,Barra da Tijuca,2,2,2,131,1800.0,1605.0,393.0
22577,Tanque,3,1,1,78,1500.0,688.0,0.0
22589,Recreio dos Bandeirantes,2,1,1,86,2100.0,850.0,160.0
22599,Barra da Tijuca,2,1,1,88,2200.0,1413.0,230.0
22600,Recreio dos Bandeirantes,2,1,1,77,1600.0,770.0,108.0
22603,Cachambi,2,0,0,74,900.0,295.0,13.0
22607,São Conrado,2,1,2,83,2700.0,739.0,0.0
22611,Freguesia (Jacarepaguá),2,2,1,85,1500.0,675.0,0.0
22626,Freguesia (Jacarepaguá),3,1,1,90,1700.0,759.0,106.0
22630,Pechincha,3,1,1,107,1600.0,900.0,164.0
22631,Tijuca,2,1,0,90,1700.0,746.0,100.0
22633,Freguesia (Jacarepaguá),2,1,0,79,1600.0,735.0,74.0
22640,Tijuca,2,1,0,72,1700.0,448.0,0.0
22650,Freguesia (Jacarepaguá),3,1,1,86,1800.0,585.0,142.0
22653,Freguesia (Jacarepaguá),2,0,0,75,1200.0,663.0,0.0
22654,Recreio dos Bandeirantes,3,3,1,317,2500.0,1349.0,0.0
22658,Santa Teresa,3,1,0,77,1750.0,542.0,34.0
22662,Copacabana,2,0,0,90,2100.0,800.0,97.0
22664,Botafogo,2,0,0,80,2500.0,1100.0,0.0
22669,Tijuca,2,1,1,85,1300.0,636.0,88.0
22675,Vila Isabel,2,1,0,85,1800.0,456.0,101.0
22676,Recreio dos Bandeirantes,3,1,1,100,2000.0,904.0,263.0
22677,Barra da Tijuca,2,1,2,80,2800.0,1130.0,0.0
22679,Bonsucesso,2,0,0,75,800.0,409.0,0.0
22685,Catete,2,0,0,80,2200.0,450.0,70.0
22694,Vila Isabel,2,0,0,81,1200.0,490.0,48.0
22696,Moneró,2,1,0,80,2000.0,150.0,92.0
22700,Copacabana,3,1,0,140,2500.0,1550.0,288.0
22701,Olaria,2,0,0,80,800.0,275.0,0.0
22704,Méier,2,1,0,72,1100.0,300.0,0.0
